Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated
Port Angeles,WA,1963.0,435.31622364802934,2245.0,8.634536317953403,2982.179404395383,47493,109.1,112.8,2189,18901,30.0,F
Gaffney,SC,2523.0,333.33988396046,1590.0,12.66121270452358,2982.2188048498388,30768,92.30218608838788,94.8,1039,13155,21.0,T
Selma,CA,1739.0,461.72124389970827,2423.0,7.710149750415973,2982.457040763538,50499,109.37118589884295,146.9,3005,23169,36.0,T
Terre Haute,IN,1557.0,482.13695395513577,2544.0,6.880475809218804,2982.647314048377,40837,84.7,91.1,8743,60156,94.0,F
Lake Placid,FL,2100.0,416.64489317248524,2119.0,9.327102803738319,2983.313761574535,39240,94.18092155459392,101.5,214,1996,3.0,T
Rogersville,TN,1333.0,505.60449074773334,2669.0,5.3580246913580245,2983.3621972532937,46250,91.47466220405073,90.0,810,4340,7.0,T
Escanaba,MI,1763.0,458.9972360749818,2407.0,7.799738219895288,2983.5914599690086,41927,91.34477662334072,91.4,1528,11918,19.0,T
Crockett,TX,2666.0,286.9072020879961,1340.0,14.783482142857142,2983.8156779533147,26437,92.14477645594836,92.6,448,6623,10.0,T
Branson,MO,1229.0,515.5418994413408,2719.0,3.613160100586756,2983.8569000540224,46141,89.5,91.2,2386,8621,13.0,F
Alexandria,LA,1366.0,501.89095127610204,2653.0,5.627197990408769,2984.0182640191733,43263,86.2,92.8,8758,49283,77.0,F
Pawhuska,OK,2050.0,423.5914986748156,2169.0,9.054054054054054,2984.469969693111,38185,90.1458129340646,88.2,370,3350,5.0,T
Monroe,GA,2127.0,412.84184376061535,2095.0,9.469750889679716,2985.490579452563,37405,90.6037034891481,89.8,1405,13305,21.0,T
Blakely,GA,2697.0,246.18824040535247,1283.0,15.214723926380367,2986.61982850178,22646,91.98652203173083,89.8,326,4960,8.0,T
Malakoff,TX,2560.0,323.0366470251267,1540.0,13.07865168539326,2987.507322166759,29637,91.74500872557272,92.6,178,2328,4.0,T
Kingsville,TX,1854.0,448.70704459271155,2343.0,8.140333333333333,2987.802704329722,41117,91.63439820144039,92.6,3000,24421,38.0,T
Hamilton,MT,2400.0,361.4429058363504,1780.0,11.372505543237251,2988.042837711668,33947,93.92078099153535,100.8,451,5129,8.0,T
Lakeport,CA,1986.0,432.27238674732007,2233.0,8.701986754966887,2988.3917079258536,46973,108.66528013379104,146.9,604,5256,8.0,T
Anderson,SC,1484.0,488.93186912572037,2594.0,6.42487655772396,2988.493265844847,45362,92.7777526163588,94.8,4253,27325,43.0,T
Taft,CA,2450.0,351.68686880587467,1713.0,11.871391076115486,2989.4596501709134,37893,107.74641694375092,146.9,762,9046,14.0,T
Wiggins,MS,2278.0,384.36873806929754,1936.0,10.365461847389557,2989.5451158997416,34286,89.20080278177723,85.1,498,5162,8.0,T
Magnolia,AR,2437.0,353.9300255924163,1735.0,11.701075268817204,2991.520349253871,32343,91.38247015314265,92.1,930,10882,17.0,T
Camilla,GA,2109.0,414.99470250680736,2125.0,9.294223826714802,2993.911488337623,37602,90.60838553567608,89.8,554,5149,8.0,T
Brawley,CA,2249.0,390.43388604251226,1977.0,10.109435588108575,2994.4164707000928,42174,108.01828813446765,146.9,2321,23464,37.0,T
Centralia,WA,1507.0,487.2216844143272,2588.0,6.470394736842105,2994.7943168104216,50330,103.3,112.8,2432,15736,25.0,F
Chillicothe,OH,1293.0,509.2093541202673,2704.0,4.5319279574293905,2997.24289973302,45727,89.8,92.9,4886,22143,35.0,F
Forsyth,MO,2090.0,418.5921624157408,2149.0,9.155913978494624,2997.7159638631542,38110,91.04327176137998,91.2,186,1703,3.0,T
Forsyth,GA,2485.0,343.95869388926826,1681.0,12.111374407582938,3000.1643288326723,31220,90.76671284852232,89.8,422,5111,8.0,T
Sinton,TX,2531.0,330.90456868954317,1613.0,12.5,3001.2880568182723,30337,91.67900014237148,92.6,420,5250,8.0,T
Kingman,AZ,1858.0,447.9058935766345,2358.0,8.043124246079614,3002.053963538963,43062,96.1407309382329,107.0,3316,26671,42.0,T
Pauls Valley,OK,1773.0,457.0770552867935,2425.0,7.707440100882724,3004.0229692863536,41287,90.32831449851366,88.2,793,6112,10.0,T
Morgan City,LA,2006.0,430.1962739875449,2238.0,8.663871951219512,3005.4417312601486,39397,91.5791288353665,92.8,1312,11367,18.0,T
Norwich,NY,2442.0,353.6342716922759,1753.0,11.52721088435374,3006.056054034921,37762,106.78263681654586,143.7,588,6778,11.0,T
Sevierville,TN,1981.0,432.7342995169082,2261.0,8.550766283524904,3006.074184048025,44788,103.5,90.0,2088,17854,28.0,F
San Diego,TX,2693.0,259.9112745849512,1336.0,14.819727891156463,3006.184458745005,24054,92.54696641541045,92.6,294,4357,7.0,T
Gaylord,MI,1504.0,487.5908102151393,2603.0,6.334545454545455,3006.264293105315,44694,91.66292527186823,91.4,550,3484,5.0,T
Barnesville,GA,2570.0,320.09979326939316,1560.0,12.9390756302521,3006.409819036653,29116,90.95913403323017,89.8,476,6159,10.0,T
Pagosa Springs,CO,1907.0,441.6235182526101,2325.0,8.245454545454546,3007.0374124709524,42262,95.69689623238317,105.8,220,1814,3.0,T
Lincoln City,OR,2246.0,391.2603926743864,2001.0,10.004914004914005,3008.0752982596696,39916,102.01901533442148,127.5,814,8144,13.0,T
Hammond,LA,1291.0,509.2696629213483,2717.0,3.8305148440435928,3008.117351434282,45325,89.0,92.8,5322,20386,32.0,F
Key West,FL,1449.0,493.3857142857143,2638.0,5.845727848101266,3009.7582959433803,69074,140.0,101.5,3792,22167,35.0,F
Rio Grande City,TX,2632.5,298.4234099215465,1462.0,13.800970873786408,3011.2290264939993,27455,92.00015510585357,92.6,1030,14215,22.0,T
Metropolis,IL,2229.0,395.43802958082915,2025.0,9.867692307692307,3011.4890004780027,35905,90.79804498838894,90.5,650,6414,10.0,T
Weed,CA,2552.5,325.79473379927197,1601.0,12.595833333333333,3013.047834004631,35096,107.72427040402464,146.9,240,3023,5.0,T
Albany,GA,1523.0,486.00229095074457,2604.0,6.332610769097373,3016.677808450879,42428,87.3,89.8,11533,73034,114.0,F
Nogales,AZ,2484.0,344.34911367417624,1712.0,11.872093023255815,3016.819517306264,32995,95.81845484643799,107.0,1634,19399,30.0,T
Wilmington,OH,2235.0,394.2391660416371,2027.0,9.849647611589663,3017.275923743137,36080,91.51805073621087,92.9,1277,12578,20.0,T
Mount Sterling,KY,1795.0,454.37512508562594,2429.0,7.666309012875536,3020.2758152195306,41842,92.08690724897181,93.9,932,7145,11.0,T
Salem,MO,2494.0,342.2732104953471,1708.0,11.888349514563107,3022.796718272666,31211,91.187387861383,91.2,412,4898,8.0,T
Chase City,VA,2562.0,322.25319198934073,1605.0,12.565934065934066,3023.2216260142095,30083,93.35206212944219,98.1,182,2287,4.0,T
El Dorado,AR,1782.0,456.5005523860844,2443.0,7.588212334113973,3023.867225921138,41789,91.54205790458067,92.1,2562,19441,30.0,T
Valdosta,GA,2062.0,421.9843049327354,2213.0,8.785726569217541,3024.766602566221,37641,89.2,89.8,5815,51089,80.0,F
Wapato,WA,1826.0,451.6611745318759,2413.0,7.758913412563667,3026.027924524161,44275,98.02702223827146,112.8,589,4570,7.0,T
Daingerfield,TX,2492.0,342.51707989178936,1717.0,11.829145728643216,3026.2440417124326,31373,91.59543229176074,92.6,199,2354,4.0,T
Galax,VA,2371.0,367.48637669457435,1881.0,10.7601246105919,3026.516479386821,34214,93.10277106798975,98.1,642,6908,11.0,T
Rockwood,TN,1752.0,460.29616424207944,2468.0,7.420911528150134,3026.6364168826094,41849,90.91755102697473,90.0,746,5536,9.0,T
Camdenton,MO,2360.0,369.2279497091291,1896.0,10.636627906976743,3027.27864591286,33619,91.0521536261933,91.2,344,3659,6.0,T
Mamou,LA,2629.0,299.8441659263726,1507.0,13.380952380952381,3030.2953651418206,27598,92.04114382127665,92.8,252,3372,5.0,T
Cumberland,MD,1540.0,483.8283828382838,2610.0,6.230652041438147,3030.462010981164,43980,90.9,121.4,3282,20449,32.0,F
Cookeville,TN,1910.0,441.4081408140814,2353.0,8.093054438187181,3030.6284826748397,40124,90.9,90.0,3729,30179,47.0,F
Tappahannock,VA,2244.0,391.93218570715857,2045.0,9.732456140350877,3036.043642637569,36481,93.07987792372236,98.1,228,2219,3.0,T
Jacksonville,TX,1801.0,453.92291236605826,2447.0,7.5599162742019885,3038.3235509076385,41614,91.67635928111316,92.6,1911,14447,23.0,T
Greenville,AL,2095.0,417.0557143153354,2201.0,8.856234096692113,3038.655294698627,37639,90.24933290217716,88.6,786,6961,11.0,T
Arvin,CA,2427.0,357.2873198158561,1830.0,11.102305475504323,3039.6100078793,38504,107.76760848900192,146.9,1388,15410,24.0,T
Kenedy,TX,1917.0,440.59040791394386,2360.0,8.03448275862069,3040.475127344409,40348,91.5771185102168,92.6,406,3262,5.0,T
Hartsville,SC,1369.0,501.8271119208834,2715.0,3.9176470588235293,3040.6226336064788,46661,92.98222214697009,94.8,1870,7326,11.0,T
Nacogdoches,TX,2237.0,393.7946428571429,2065.0,9.620391705069125,3044.4037183001865,35284,89.6,92.6,3472,33402,52.0,F
Bald Knob,AR,2558.0,324.7713948741234,1654.0,12.298932384341636,3046.1582362050726,29744,91.58442051686336,92.1,281,3456,5.0,T
Morristown,TN,1543.0,483.6998854524628,2628.0,6.000213174163291,3047.4961853954796,42227,87.3,90.0,4691,28147,44.0,F
Bethel,OH,1901.0,442.6944818262193,2385.0,7.880952380952381,3049.922294092097,40588,91.68399803079747,92.9,336,2648,4.0,T
Daytona Beach,FL,1529.0,485.61244979919684,2639.0,5.8430509717638435,3049.9445896606057,48367,99.6,101.5,10908,63736,100.0,F
Washington,GA,2684.0,271.9478467465595,1449.0,13.952898550724637,3050.1568812111946,24898,91.55431932212933,89.8,276,3851,6.0,T
Sedalia,MO,1760.0,459.2884418978061,2493.0,7.240302094061105,3051.6633169470056,41926,91.28468338275479,91.2,2913,21091,33.0,T
Atmore,AL,2645.0,294.6052209989617,1524.0,13.2578125,3052.6383670523437,26778,90.89451948339494,88.6,768,10182,16.0,T
Madras,OR,2072.0,420.734239023253,2243.0,8.64041604754829,3053.5607084189437,43036,102.28784826238375,127.5,673,5815,9.0,T
Kennett,MO,2054.0,423.0691453239095,2260.0,8.560032894736842,3053.934511413105,38524,91.05840127032975,91.2,1216,10409,16.0,T
Hannibal,MO,1576.0,479.9185430059968,2619.0,6.191307445671535,3056.621828097156,43913,91.50094456644341,91.2,2807,17379,27.0,T
Vincennes,IN,1860.0,447.5981826408192,2427.0,7.675107296137339,3057.7653605206533,40803,91.15988755643113,91.1,2330,17883,28.0,T
Othello,WA,1660.0,470.8512132957883,2569.0,6.726284584980237,3058.653461901168,46295,98.32192992761287,112.8,1012,6807,11.0,T
Gadsden,AL,1606.0,476.4186046511628,2609.0,6.245337402509326,3063.677039114926,40972,86.0,88.6,5898,36835,58.0,F
Hart,MI,2001.0,430.9453980597134,2320.0,8.267543859649123,3063.7233882973183,39282,91.1530791995067,91.4,228,1885,3.0,T
Clarksville,AR,2359.0,369.47905246154465,1955.0,10.234953703703704,3063.8058032453687,33740,91.3177615218434,92.1,864,8843,14.0,T
Lake Village,AR,2052.0,423.3355442426703,2277.0,8.459558823529411,3065.197057286856,38665,91.33416866559145,92.1,272,2301,4.0,T
Virginia,MN,1961.0,435.8000790215053,2356.0,8.048757170172085,3065.331466579104,40840,93.71269526085763,99.6,1046,8419,13.0,T
Fort Scott,KS,2221.0,396.5701451075199,2113.0,9.374558303886927,3065.5521525493577,35580,89.71931054051834,86.9,849,7959,12.0,T
Lindsay,CA,2665.0,287.28586041906084,1520.0,13.273514851485148,3068.000162972616,31002,107.91342099042993,146.9,808,10725,17.0,T
Texarkana,AR,1705.0,465.7268534998729,2556.0,6.822107854106064,3072.484499554066,42674,91.62881564442932,92.1,4469,30488,48.0,T
Aurora,MO,2048.0,423.6628590947569,2291.0,8.3954802259887,3072.9440281267734,38579,91.06061381550413,91.2,885,7430,12.0,T
Brattleboro,VT,2462.0,348.1962339627858,1840.0,11.021904761904763,3073.604398747503,34163,98.11421453699938,114.8,1050,11573,18.0,T
De Funiak Springs,FL,2280.0,384.2899625593411,2062.0,9.645951035781545,3074.1249161346714,36161,94.0982162510063,101.5,531,5122,8.0,T
Yadkinville,NC,1955.0,436.66861608738367,2375.0,7.935393258426966,3076.142064339682,40491,92.72706695252211,96.4,356,2825,4.0,T
Orangeburg,SC,2265.0,386.67057444314185,2083.0,9.56132756132756,3077.1925516613355,32983,85.3,94.8,1386,13252,21.0,F
Mena,AR,2228.0,395.43998434341455,2123.0,9.29519071310116,3077.5173435742,36095,91.27807361193344,92.1,603,5605,9.0,T
Glouster,OH,2479.0,345.3201099317323,1827.0,11.117977528089888,3079.508077599408,31654,91.66567219690103,92.9,178,1979,3.0,T
Holden Beach,NC,1870.0,446.19339360276376,2453.0,7.535087719298246,3084.4949343450057,41406,92.79832600314755,96.4,114,859,1.0,T
Cleveland,GA,1559.0,481.9664407325545,2662.0,5.429657794676806,3084.9189616584745,43897,91.07895548345587,89.8,526,2856,4.0,T
Saluda,SC,2483.0,344.77227784982676,1835.0,11.037037037037036,3087.4769634768127,31797,92.2260925336053,94.8,270,2980,5.0,T
Richlands,VA,2455.0,350.5823249824608,1879.0,10.776717557251908,3091.5475089346437,32662,93.16499341954572,98.1,524,5647,9.0,T
Yazoo City,MS,2682.0,274.16674382571165,1543.0,13.036556603773585,3094.183737272239,24723,90.17505060977221,85.1,848,11055,17.0,T
Danville,IL,1675.0,469.30870083432654,2605.0,6.311400908911282,3097.0389083768387,39375,83.9,90.5,5061,31942,50.0,F
Hardeeville,SC,2115.0,414.24141064250983,2264.0,8.547297297297296,3098.212549196714,38162,92.1250242480798,94.8,444,3795,6.0,T
Edenton,NC,2377.0,366.76999105566426,1989.0,10.063745019920319,3099.3951022739907,33963,92.60026945564768,96.4,502,5052,8.0,T
Hot Springs,AR,1612.0,475.7159221076747,2650.0,5.680413832199546,3101.780778843018,41530,87.3,92.1,7056,40081,63.0,F
Lake Delton,WI,1487.0,488.6956733036755,2723.0,2.524179620034542,3102.5631339265283,45449,93.00061875472753,95.5,1158,2923,5.0,T
Starke,FL,2537.0,329.93512035085314,1790.0,11.312977099236642,3104.9104656978434,31108,94.28520360887843,101.5,524,5928,9.0,T
Tarboro,NC,2572.0,318.70533364695507,1747.0,11.573426573426573,3109.2109931620917,29604,92.8883105319905,96.4,858,9930,16.0,T
Camden,SC,1919.0,440.3475136465824,2449.0,7.552270327349524,3111.29587149792,40625,92.25668078281721,94.8,947,7152,11.0,T
Troy,NC,2678.0,279.880097551805,1586.0,12.713235294117647,3112.407428342247,26122,93.33282440765511,96.4,272,3458,5.0,T
Milledgeville,GA,2364.0,368.56632114501906,2029.0,9.833891814265199,3115.3389863705042,33407,90.64040332338291,89.8,2089,20543,32.0,T
Circleville,OH,1745.0,460.68247560171733,2582.0,6.59566265060241,3116.367917945505,42305,91.83114670195259,92.9,2075,13686,21.0,T
St. Clair,MO,1774.0,457.0422209678061,2563.0,6.786259541984733,3117.0571056687427,41712,91.26509124621592,91.2,655,4445,7.0,T
Alexander City,AL,2495.0,341.92231080930657,1878.0,10.800709219858156,3122.804668883406,30920,90.42989890543991,88.6,1410,15229,24.0,T
Claxton,GA,1979.0,433.0002794294394,2417.0,7.733108108108108,3123.8325819416123,39261,90.67199691356751,89.8,296,2289,4.0,T
Chesnee,SC,2112.0,414.42332372679505,2305.0,8.32089552238806,3126.2707816182524,38179,92.12560638881699,94.8,134,1115,2.0,T
Antigo,WI,1914.0,440.92719502581747,2475.0,7.37406015037594,3128.741120642614,40776,92.47785226223675,95.5,1064,7846,12.0,T
Trumann,AR,1851.0,449.0212699724364,2525.0,6.996897621509825,3130.786802067493,41077,91.4811897497006,92.1,967,6766,11.0,T
Perry,FL,2290.0,382.4098767351643,2142.0,9.193637621023512,3135.644112459193,35984,94.09798802064024,101.5,723,6647,10.0,T
Cheraw,SC,2071.0,420.91424813487384,2362.0,8.017910447761194,3141.3508240882616,38787,92.14941088801407,94.8,670,5372,8.0,T
Deming,NM,2647.0,294.09721650178096,1695.0,11.986983154670751,3143.1885085053364,26903,91.47655431766755,90.6,1306,15655,24.0,T
Wolf Point,MT,2226.0,395.8195015389478,2220.0,8.744027303754267,3143.7996119345776,37167,93.89886010036028,100.8,293,2562,4.0,T
Fulton,KY,2596.0,313.31564796962425,1781.0,11.371428571428572,3148.2021853750116,28892,92.21371542477527,93.9,210,2388,4.0,T
Ozark,AR,2717.0,205.3649749506902,1591.0,12.659498207885305,3148.5504601324083,19200,93.49208648948087,92.1,279,3532,6.0,T
Bamberg,SC,2609.0,307.5423923321875,1765.0,11.46875,3149.937459696621,28458,92.53358466842353,94.8,288,3303,5.0,T
Louisa,KY,2669.0,285.1682884270696,1674.0,12.156976744186046,3150.529638013266,26390,92.54184659017271,93.9,172,2091,3.0,T
Okeechobee,FL,1913.0,440.93428637711946,2505.0,7.171912832929782,3151.9190979465193,41600,94.34512417213257,101.5,826,5924,9.0,T
Cynthiana,KY,2373.0,367.2187892751228,2077.0,9.574695121951219,3153.578602159775,33732,91.85804480916079,93.9,656,6281,10.0,T
Smithville,TN,2294.0,381.2208149778954,2166.0,9.075203252032521,3154.9947702016875,34563,90.66398958830224,90.0,492,4465,7.0,T
Parlier,CA,2547.0,326.7736565471353,1865.0,10.877813504823152,3156.807564613339,35201,107.72288186248713,146.9,1244,13532,21.0,T
Ontario,OR,1918.0,440.4260656766961,2508.0,7.124423963133641,3157.338752810664,45170,102.55977908709421,127.5,1519,10822,17.0,T
Brewton,AL,2070.0,421.37899893698136,2388.0,7.877245508982036,3160.291758683049,38034,90.26078683548278,88.6,668,5262,8.0,T
Goldsboro,NC,1819.0,452.29378531073445,2585.0,6.552085120988502,3160.8521003046,40028,88.5,96.4,5827,38179,60.0,F
LaGrange,GA,2022.0,426.86046511627904,2434.0,7.621562156215622,3164.3071911557513,36710,86.0,89.8,3636,27712,43.0,F
Needles,CA,2414.0,359.0061626559602,2046.0,9.723132969034609,3164.4133737550787,38692,107.77530868482332,146.9,549,5338,8.0,T
Franklin,LA,1894.0,443.2301023016745,2537.0,6.928308823529412,3166.0077384618,40625,91.65668078281722,92.8,1088,7538,12.0,T
Williston,FL,2396.0,362.548581230955,2072.0,9.601973684210526,3167.6489704511137,34125,94.12531662414999,101.5,304,2919,5.0,T
Smithfield,NC,2020.0,427.489767882114,2440.0,7.602035048049745,3167.6489704511137,39616,92.67122391318765,96.4,1769,13448,21.0,T
Okemah,OK,2305.0,379.7861630445633,2175.0,9.022292993630574,3169.171816105905,34231,90.13229899053329,88.2,314,2833,4.0,T
Falfurrias,TX,2671.0,284.2693928296681,1710.0,11.87780548628429,3171.4887671249917,26204,92.18016663405344,92.6,401,4763,7.0,T
Cadillac,MI,2085.0,418.85756440220825,2390.0,7.854587869362364,3171.64389552169,38160,91.10495605937496,91.4,1286,10101,16.0,T
Marion,VA,2550.0,326.03538455560346,1888.0,10.701086956521738,3172.860539008924,30426,93.3211591173504,98.1,552,5907,9.0,T
Clearlake,CA,2655.0,290.6985294117647,1739.0,11.66565349544073,3173.821986186371,31628,108.8,146.9,1316,15352,24.0,F
Asheboro,NC,1975.0,433.319582227723,2485.0,7.293586005830904,3174.247942426678,40171,92.70524953771621,96.4,3430,25017,39.0,T
Lanett,AL,1669.5,469.7499816154858,2701.0,4.665338645418327,3175.3159291635848,42543,90.56519779669433,88.6,1506,7026,11.0,T
Havana,FL,2567.0,321.00602161894244,1871.0,10.831168831168831,3176.496497715683,30288,94.3533702179396,101.5,154,1668,3.0,T
Pageland,SC,1676.0,469.18392497952556,2700.0,4.68785046728972,3177.888607235943,43409,92.5202200861726,94.8,535,2508,4.0,T
Mount Airy,NC,2081.0,419.7752808988764,2403.0,7.814432989690721,3178.8315463390004,37360,89.0,96.4,1358,10612,17.0,F
Wauchula,FL,2312.0,378.68633624333285,2182.0,8.97485493230174,3179.0671587747247,35634,94.09898533308217,101.5,517,4640,7.0,T
Trinity,TX,2470.0,347.45843344322947,2003.0,10.003787878787879,3180.0800304394857,31815,91.56490946189162,92.6,264,2641,4.0,T
Presque Isle,ME,2522.0,333.7653815094369,1938.0,10.342857142857143,3180.6175500993513,32382,97.02024773676065,110.9,875,9050,14.0,T
Pittsburg,KS,2164.0,407.7207263246817,2346.0,8.125051250512506,3191.6472236135373,36581,89.72072705195104,86.9,2439,19817,31.0,T
Sikeston,MO,1947.0,437.33284760518524,2534.0,6.945104465383039,3195.6165289345968,39852,91.12510120890241,91.2,2441,16953,27.0,T
Centralia,IL,2014.0,428.8112813289583,2484.0,7.301158301158301,3197.882424355217,38965,90.86747876418016,90.5,1813,13237,21.0,T
Parsons,KS,1864.0,447.0526714846447,2602.0,6.344073647871117,3200.765533431026,40170,89.85518387933345,86.9,1738,11026,17.0,T
Shelton,WA,1741.0,461.2043795620438,2687.0,5.00214938205266,3201.726096967072,50548,109.6,112.8,1861,9309,15.0,F
Greenwood,SC,1767.0,457.94813979706873,2670.0,5.348214285714286,3201.7478039345947,40620,88.7,94.8,4256,22762,36.0,F
Okmulgee,OK,2376.0,366.7991323282896,2147.0,9.171863669325598,3202.340550285057,33076,90.1746953163362,88.2,1379,12648,20.0,T
Eden,NC,2210.0,398.24347018866064,2321.0,8.266738660907128,3204.862087516404,36867,92.57402257602598,96.4,1852,15310,24.0,T
Tallulah,LA,2663.0,289.1523074820904,1789.0,11.31347962382445,3208.1287380652293,26652,92.17287675164334,92.8,638,7218,11.0,T
Ramseur,NC,2591.0,313.98104179078996,1911.0,10.547619047619047,3219.503377851932,29179,92.93236251965297,96.4,168,1772,3.0,T
Commerce,TX,2656.0,290.56281084857847,1822.0,11.135757575757577,3220.872552585712,26760,92.09712668268992,92.6,825,9187,14.0,T
